Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Product ID,Sales,Quantity,Discount,Profit
CA-2019-155761,2019-12-11,2019-12-11,Same Day,SC-20800,TEC-AC-10001606,159.984,2,0.2,35.9964
CA-2019-155761,2019-12-11,2019-12-11,Same Day,SC-20800,OFF-ST-10000943,46.344,3,0.2,4.6344
CA-2020-145905,2020-09-18,2020-09-23,Standard Class,AM-10705,FUR-CH-10001854,350.98,1,0,84.2352
CA-2020-145905,2020-09-18,2020-09-23,Standard Class,AM-10705,OFF-PA-10000533,13.08,2,0,6.0168
CA-2020-145905,2020-09-18,2020-09-23,Standard Class,AM-10705,OFF-ST-10003716,900.08,4,0,117.0104
CA-2019-113110,2019-03-19,2019-03-23,Standard Class,BK-11260,OFF-BI-10000088,17.568,2,0.2,6.3684
CA-2019-113110,2019-03-19,2019-03-23,Standard Class,BK-11260,OFF-LA-10000240,14.62,2,0,6.8714
CA-2019-113110,2019-03-19,2019-03-23,Standard Class,BK-11260,OFF-SU-10001165,33.36,4,0,8.6736
CA-2019-113110,2019-03-19,2019-03-23,Standard Class,BK-11260,OFF-PA-10002749,40.14,6,0,19.6686
CA-2020-168354,2020-09-19,2020-09-21,First Class,RH-19510,OFF-ST-10001490,1606.23,9,0,481.869
CA-2020-168354,2020-09-19,2020-09-21,First Class,RH-19510,OFF-PA-10002377,17.04,3,0,7.668
CA-2020-168354,2020-09-19,2020-09-21,First Class,RH-19510,OFF-BI-10004826,49.53,3,0,23.7744
CA-2020-168354,2020-09-19,2020-09-21,First Class,RH-19510,FUR-CH-10004675,872.32,4,0,244.2496
US-2021-111241,2021-08-20,2021-08-22,Second Class,GM-14500,OFF-BI-10002867,239.12,5,0.2,77.714
CA-2019-114237,2019-03-13,2019-03-15,First Class,MC-17275,FUR-BO-10004409,141.96,2,0,39.7488
CA-2020-113516,2020-09-08,2020-09-10,Second Class,VM-21685,OFF-BI-10002225,33.024,2,0.2,11.5584
CA-2020-113516,2020-09-08,2020-09-10,Second Class,VM-21685,OFF-BI-10001989,67.136,4,0.2,23.4976
CA-2019-117961,2019-11-26,2019-11-30,Standard Class,GP-14740,OFF-BI-10000343,14.73,3,0,6.9231
CA-2019-117961,2019-11-26,2019-11-30,Standard Class,GP-14740,OFF-ST-10001172,104.9,5,0,25.176
CA-2019-117961,2019-11-26,2019-11-30,Standard Class,GP-14740,OFF-BI-10003707,61.04,4,0,30.52
CA-2019-117961,2019-11-26,2019-11-30,Standard Class,GP-14740,OFF-PA-10001274,10.95,3,0,5.1465
CA-2020-128923,2020-12-09,2020-12-13,Standard Class,GB-14530,OFF-PA-10002250,9.392,2,0.2,3.2872
CA-2020-128923,2020-12-09,2020-12-13,Standard Class,GB-14530,OFF-AR-10000475,9.328,1,0.2,0.8162
CA-2021-162481,2021-09-25,2021-09-29,Standard Class,CT-11995,OFF-BI-10002976,8.26,2,0,3.8822
CA-2021-162481,2021-09-25,2021-09-29,Standard Class,CT-11995,FUR-CH-10003061,269.97,3,0,51.2943
CA-2019-119214,2019-01-23,2019-01-27,Standard Class,CW-11905,OFF-PA-10002893,29.04,3,0,13.9392
CA-2019-119214,2019-01-23,2019-01-27,Standard Class,CW-11905,OFF-LA-10003077,14.62,2,0,6.8714
CA-2019-122287,2019-06-18,2019-06-23,Standard Class,SN-20560,OFF-PA-10001661,11.952,3,0.2,4.3326
CA-2019-122287,2019-06-18,2019-06-23,Standard Class,SN-20560,OFF-BI-10004656,4.536,7,0.7,-3.3264
CA-2019-122287,2019-06-18,2019-06-23,Standard Class,SN-20560,OFF-BI-10003707,9.156,2,0.7,-6.104
CA-2019-122287,2019-06-18,2019-06-23,Standard Class,SN-20560,FUR-FU-10004973,75.36,5,0.2,20.724
CA-2019-104493,2019-10-02,2019-10-08,Standard Class,EB-13705,OFF-BI-10004817,57.504,6,0.2,20.1264
US-2021-158946,2021-11-18,2021-11-23,Standard Class,JW-15220,OFF-AR-10001860,38.864,7,0.2,7.7728
CA-2018-129168,2018-08-17,2018-08-23,Standard Class,KB-16585,OFF-PA-10001639,15.552,3,0.2,5.4432
CA-2020-131835,2020-07-17,2020-07-21,Standard Class,MC-17590,OFF-AP-10004487,162.64,2,0,45.5392
CA-2020-131835,2020-07-17,2020-07-21,Standard Class,MC-17590,TEC-PH-10001760,597,3,0,280.59
CA-2020-131835,2020-07-17,2020-07-21,Standard Class,MC-17590,OFF-PA-10004071,55.48,1,0,26.6304
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,FUR-FU-10004848,289.8,7,0.2,36.225
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,OFF-BI-10004022,2.502,3,0.7,-2.0016
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,OFF-BI-10003669,6.48,4,0.7,-4.752
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,FUR-CH-10003833,341.488,8,0.3,-73.176
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,OFF-AR-10003732,11.12,5,0.2,0.834
CA-2019-142237,2019-07-11,2019-07-13,First Class,CK-12595,FUR-FU-10003142,25.344,6,0.2,3.4848
CA-2020-136434,2020-12-01,2020-12-07,Standard Class,RD-19480,FUR-FU-10001196,17.31,3,0,5.193
CA-2021-120376,2021-12-22,2021-12-25,First Class,TP-21130,TEC-AC-10001114,199.95,5,0,63.984
CA-2021-120376,2021-12-22,2021-12-25,First Class,TP-21130,FUR-CH-10002335,1586.69,7,0,412.5394
CA-2021-120376,2021-12-22,2021-12-25,First Class,TP-21130,TEC-AC-10000844,84.99,1,0,30.5964
CA-2021-120376,2021-12-22,2021-12-25,First Class,TP-21130,FUR-TA-10004534,411.8,2,0,70.006
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-FA-10002975,11.34,3,0,5.2164
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-ST-10003996,80.3,5,0,20.878
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-BI-10002571,15.968,2,0.2,5.3892
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-PA-10000477,64.74,13,0,30.4278
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-BI-10004209,19.296,3,0.2,6.03
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-ST-10001963,405.64,4,0,12.1692
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,FUR-CH-10003833,146.352,3,0.2,-9.147
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,TEC-AC-10004568,251.91,9,0,47.8629
CA-2018-106439,2018-10-31,2018-11-04,Standard Class,GG-14650,OFF-AR-10001419,12.39,3,0,3.717
CA-2019-133452,2019-04-13,2019-04-19,Standard Class,ZC-21910,TEC-AC-10002800,199.96,4,0,69.986
CA-2019-133452,2019-04-13,2019-04-19,Standard Class,ZC-21910,FUR-TA-10003954,710.832,3,0.2,-97.7394
CA-2020-146521,2020-07-21,2020-07-23,Second Class,CC-12610,OFF-BI-10000301,1.941,1,0.7,-1.294
US-2021-110996,2021-11-20,2021-11-25,Standard Class,KA-16525,FUR-CH-10003956,283.92,5,0.2,-46.137
CA-2020-129693,2020-11-26,2020-12-02,Standard Class,TC-20980,OFF-BI-10002954,7.312,2,0.2,2.5592
CA-2021-122504,2021-11-07,2021-11-12,Second Class,DB-13270,TEC-AC-10003289,59.97,3,0,13.7931
CA-2021-122504,2021-11-07,2021-11-12,Second Class,DB-13270,TEC-PH-10002468,761.544,7,0.2,66.6351
CA-2018-131051,2018-12-01,2018-12-05,Standard Class,TR-21325,FUR-FU-10001861,58.2,3,0,28.518
CA-2021-140676,2021-09-12,2021-09-15,First Class,BF-11080,OFF-PA-10004082,39.9,5,0,19.95
CA-2021-140676,2021-09-12,2021-09-15,First Class,BF-11080,OFF-AP-10000358,90.86,7,0,26.3494
CA-2021-140676,2021-09-12,2021-09-15,First Class,BF-11080,OFF-PA-10004243,94.85,5,0,45.528
CA-2019-120103,2019-12-24,2019-12-29,Standard Class,MS-17365,OFF-PA-10001295,106.232,7,0.2,37.1812
CA-2019-120103,2019-12-24,2019-12-29,Standard Class,MS-17365,TEC-PH-10002170,111.984,2,0.2,11.1984
CA-2019-120103,2019-12-24,2019-12-29,Standard Class,MS-17365,FUR-FU-10002885,7.712,2,0.2,1.7352
CA-2021-104647,2021-02-23,2021-03-01,Standard Class,CK-12595,OFF-PA-10002870,37.44,6,0,16.848
CA-2018-110352,2018-11-23,2018-11-29,Standard Class,ED-13885,OFF-LA-10003923,23.68,2,0.2,8.88
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,IM-15070,OFF-LA-10003510,122.12,4,0,56.1752
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,IM-15070,OFF-LA-10000248,18.45,5,0,8.6715
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,IM-15070,OFF-ST-10000060,324.9,5,0,38.988
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,IM-15070,OFF-PA-10003129,146.73,3,0,68.9631
CA-2020-140501,2020-06-23,2020-06-28,Standard Class,IM-15070,OFF-FA-10004076,3.96,2,0,1.4652
CA-2019-139290,2019-10-26,2019-10-30,Standard Class,MY-17380,OFF-LA-10004008,5.76,2,0,2.6496
CA-2021-166142,2021-07-15,2021-07-19,Standard Class,MM-17260,OFF-BI-10004094,26.55,3,0,13.0095
CA-2021-166142,2021-07-15,2021-07-19,Standard Class,MM-17260,FUR-TA-10004607,310.443,3,0.3,-48.7839
CA-2018-145926,2018-11-17,2018-11-21,Standard Class,MP-17470,FUR-CH-10004289,479.9,5,0,81.583
CA-2019-149678,2019-04-13,2019-04-15,Second Class,AW-10840,OFF-SU-10004498,12.88,1,0,0.3864
US-2019-164357,2019-11-25,2019-11-29,Standard Class,SF-20065,OFF-AR-10001177,13.12,5,0.2,1.476
US-2020-146570,2020-05-15,2020-05-20,Standard Class,SN-20710,OFF-BI-10001718,511.84,8,0,240.5648
US-2020-146570,2020-05-15,2020-05-20,Standard Class,SN-20710,OFF-AR-10004602,91.96,4,0,25.7488
US-2020-146570,2020-05-15,2020-05-20,Standard Class,SN-20710,OFF-AR-10003856,8.34,3,0,2.1684
CA-2021-124401,2021-09-07,2021-09-12,Standard Class,RD-19900,OFF-ST-10000649,37.68,3,0.2,2.355
CA-2021-124401,2021-09-07,2021-09-12,Standard Class,RD-19900,TEC-AC-10002926,279.944,7,0.2,80.4839
US-2018-140116,2018-03-10,2018-03-17,Standard Class,KT-16480,OFF-ST-10000078,636.408,3,0.2,-15.9102
US-2018-140116,2018-03-10,2018-03-17,Standard Class,KT-16480,OFF-AR-10001044,83.168,4,0.2,9.3564
CA-2018-123295,2018-07-18,2018-07-18,Same Day,AH-10120,FUR-CH-10002372,259.136,4,0.2,-25.9136
CA-2021-167101,2021-03-24,2021-03-28,Second Class,BM-11650,OFF-PA-10000357,221.92,4,0,106.5216
CA-2021-167101,2021-03-24,2021-03-28,Second Class,BM-11650,TEC-AC-10001266,26,2,0,11.7
US-2018-167633,2018-09-30,2018-10-05,Standard Class,BW-11200,OFF-PA-10004888,15.552,3,0.2,5.4432
US-2018-152723,2018-09-26,2018-09-26,Same Day,HG-14965,OFF-BI-10003460,0.876,1,0.8,-1.4016
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-PA-10000157,19.98,1,0,9.3906
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-BI-10004519,398.352,3,0.2,124.485
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-AR-10004272,5.04,3,0,1.26
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-FA-10000585,17.45,5,0,8.027
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,FUR-CH-10004218,323.136,4,0.2,20.196
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-SU-10004231,29.7,3,0,8.019
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,TEC-PH-10001578,1295.84,4,0.2,145.782
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,OFF-ST-10003638,46.84,2,0,12.6468
CA-2019-164882,2019-10-31,2019-10-31,Same Day,SG-20080,FUR-BO-10002213,425.833,1,0.15,20.0392
CA-2019-159786,2019-10-12,2019-10-17,Second Class,RK-19300,FUR-TA-10001307,209.67,1,0.4,-13.978
CA-2020-130267,2020-09-19,2020-09-23,Standard Class,SW-20245,OFF-PA-10002222,159.88,7,0,73.5448
CA-2021-155460,2021-04-13,2021-04-15,First Class,RW-19630,OFF-PA-10002479,5.28,1,0,2.376
CA-2021-155460,2021-04-13,2021-04-15,First Class,RW-19630,OFF-BI-10003091,895.92,5,0.2,302.373
US-2021-168690,2021-01-07,2021-01-13,Standard Class,TS-21085,OFF-BI-10000145,2.808,3,0.7,-1.9656
CA-2021-158246,2021-11-09,2021-11-11,First Class,JB-15400,FUR-CH-10003061,215.976,3,0.2,-2.6997
CA-2021-167381,2021-09-22,2021-09-24,Second Class,EH-14005,FUR-BO-10001972,241.96,2,0,41.1332
CA-2021-167381,2021-09-22,2021-09-24,Second Class,EH-14005,OFF-LA-10000134,27.72,9,0,13.3056
CA-2021-144862,2021-12-01,2021-12-05,Standard Class,EH-14005,OFF-EN-10003040,104.68,5,0.2,35.3295
CA-2021-144862,2021-12-01,2021-12-05,Standard Class,EH-14005,TEC-PH-10000923,62.958,7,0.4,9.4437
CA-2018-126032,2018-06-23,2018-06-28,Standard Class,BS-11665,TEC-AC-10000158,86.376,3,0.2,1.0797
CA-2019-134859,2019-10-04,2019-10-09,Standard Class,JK-16120,FUR-FU-10003623,64.944,3,0.2,6.4944
CA-2019-134859,2019-10-04,2019-10-09,Standard Class,JK-16120,OFF-PA-10001293,20.736,4,0.2,7.2576
US-2018-114188,2018-05-20,2018-05-22,Second Class,RF-19345,OFF-AP-10000124,33.28,4,0,9.3184
US-2018-114188,2018-05-20,2018-05-22,Second Class,RF-19345,OFF-AR-10004511,38.52,9,0,11.9412
US-2018-114188,2018-05-20,2018-05-22,Second Class,RF-19345,FUR-FU-10000076,139.86,7,0,60.1398
CA-2019-156524,2019-11-20,2019-11-26,Standard Class,DL-12865,OFF-PA-10003883,19.65,3,0,9.039
CA-2019-122210,2019-11-30,2019-12-04,Standard Class,WB-21850,OFF-BI-10003656,152.991,3,0.7,-122.3928
CA-2019-122210,2019-11-30,2019-12-04,Standard Class,WB-21850,OFF-FA-10000053,10.584,7,0.2,-2.3814
CA-2019-122210,2019-11-30,2019-12-04,Standard Class,WB-21850,TEC-PH-10002807,94.92,4,0.4,15.82
CA-2019-156377,2019-12-31,2020-01-05,Standard Class,TB-21625,FUR-FU-10002364,14.76,5,0.6,-11.439
CA-2019-156377,2019-12-31,2020-01-05,Standard Class,TB-21625,OFF-BI-10002954,3.656,4,0.8,-5.8496
US-2021-157896,2021-11-16,2021-11-16,Same Day,CB-12415,OFF-PA-10004092,146.82,3,0,73.41
CA-2018-159520,2018-06-06,2018-06-11,Standard Class,GT-14635,OFF-BI-10003982,149.544,9,0.2,50.4711
CA-2018-159520,2018-06-06,2018-06-11,Standard Class,GT-14635,OFF-SU-10001664,17.14,2,0,4.4564
CA-2018-159520,2018-06-06,2018-06-11,Standard Class,GT-14635,FUR-TA-10003238,991.764,3,0.4,-347.1174
CA-2020-155481,2020-09-01,2020-09-05,Standard Class,DK-13225,OFF-PA-10004675,30.48,6,0.2,9.906
CA-2020-155481,2020-09-01,2020-09-05,Standard Class,DK-13225,TEC-PH-10002293,23.988,2,0.4,-4.7976
CA-2020-155481,2020-09-01,2020-09-05,Standard Class,DK-13225,OFF-FA-10002780,16.688,7,0.2,5.4236
US-2020-152051,2020-06-25,2020-06-29,Standard Class,TS-21160,FUR-CH-10002965,422.058,3,0.3,-18.0882
US-2020-152051,2020-06-25,2020-06-29,Standard Class,TS-21160,OFF-BI-10004781,38.088,4,0.7,-27.9312
US-2020-152051,2020-06-25,2020-06-29,Standard Class,TS-21160,OFF-ST-10001713,254.352,6,0.2,-50.8704
CA-2018-141607,2018-12-12,2018-12-17,Standard Class,WB-21850,FUR-FU-10003975,43.31,1,0,4.331
CA-2021-102771,2021-03-31,2021-04-05,Standard Class,DO-13435,TEC-PH-10001536,84.95,5,0,22.087
US-2021-139969,2021-11-19,2021-11-26,Standard Class,AF-10870,FUR-CH-10001973,233.058,3,0.3,-53.2704
CA-2018-167360,2018-11-24,2018-11-29,Second Class,RB-19435,TEC-AC-10001772,111.79,7,0,43.5981
CA-2019-123505,2019-11-22,2019-11-26,Standard Class,AR-10540,OFF-PA-10002586,14.94,3,0,7.0218
CA-2020-117282,2020-07-14,2020-07-18,Standard Class,DR-12880,OFF-BI-10004094,14.16,2,0.2,5.133
US-2020-120460,2020-04-30,2020-05-05,Standard Class,BF-11170,FUR-FU-10004973,22.608,3,0.6,-10.1736
CA-2020-111115,2020-07-25,2020-07-27,Second Class,LB-16735,OFF-FA-10000624,21.48,6,0,10.74
CA-2018-124646,2018-06-22,2018-06-24,First Class,DV-13465,OFF-ST-10001097,501.81,3,0,0
CA-2018-124646,2018-06-22,2018-06-24,First Class,DV-13465,OFF-ST-10001469,161.94,3,0,9.7164
CA-2021-148166,2021-10-21,2021-10-26,Standard Class,NK-18490,OFF-AR-10004956,17.856,4,0.2,2.0088
CA-2020-159737,2020-09-03,2020-09-09,Standard Class,CS-11950,OFF-BI-10004236,8.808,3,0.8,-14.9736
CA-2020-141019,2020-05-14,2020-05-14,Same Day,LH-17155,FUR-FU-10002937,79.384,1,0.2,29.769
CA-2020-101938,2020-01-07,2020-01-12,Standard Class,DW-13480,OFF-AR-10003696,34.58,1,0,10.0282
CA-2021-166296,2021-03-13,2021-03-19,Standard Class,KF-16285,OFF-PA-10004359,314.55,3,0,150.984
CA-2020-154018,2020-10-13,2020-10-19,Standard Class,HA-14920,TEC-AC-10002402,191.976,3,0.2,23.997
CA-2020-154018,2020-10-13,2020-10-19,Standard Class,HA-14920,OFF-PA-10000551,8.288,2,0.2,3.0044
CA-2020-154018,2020-10-13,2020-10-19,Standard Class,HA-14920,FUR-FU-10003394,139.92,5,0.6,-150.414
CA-2020-154018,2020-10-13,2020-10-19,Standard Class,HA-14920,OFF-AR-10002067,15.872,1,0.2,1.1904
CA-2020-154018,2020-10-13,2020-10-19,Standard Class,HA-14920,OFF-BI-10004140,6.286,7,0.8,-11.0005
CA-2021-117870,2021-01-27,2021-01-30,Second Class,JH-15820,OFF-AR-10004078,14.016,3,0.2,1.752
CA-2021-117870,2021-01-27,2021-01-30,Second Class,JH-15820,TEC-AC-10000927,71.976,3,0.2,-8.997
CA-2021-117870,2021-01-27,2021-01-30,Second Class,JH-15820,TEC-PH-10003931,107.982,3,0.4,-26.9955
US-2021-137491,2021-11-19,2021-11-25,Standard Class,LC-16930,FUR-CH-10004675,305.312,2,0.3,-8.7232
CA-2018-152296,2018-08-01,2018-08-03,First Class,IL-15100,OFF-BI-10004506,19.752,3,0.2,6.9132
CA-2020-112025,2020-07-30,2020-08-04,Standard Class,LS-16975,OFF-BI-10002353,9.264,3,0.8,-13.896
CA-2019-132507,2019-07-30,2019-08-03,Second Class,CC-12610,OFF-ST-10000943,61.792,4,0.2,6.1792
CA-2020-125738,2020-10-15,2020-10-21,Standard Class,PB-18805,OFF-PA-10000740,45.68,2,0,21.0128
CA-2020-125738,2020-10-15,2020-10-21,Standard Class,PB-18805,OFF-PA-10003001,60.12,9,0,28.8576
CA-2020-125738,2020-10-15,2020-10-21,Standard Class,PB-18805,OFF-BI-10001628,41.72,5,0.2,13.0375
CA-2020-125738,2020-10-15,2020-10-21,Standard Class,PB-18805,OFF-PA-10001509,71.6,8,0,32.936
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,OFF-BI-10000309,85.232,7,0.2,30.8966
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,OFF-LA-10003923,44.4,3,0,22.2
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,FUR-CH-10002084,442.764,4,0.1,59.0352
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,TEC-MA-10000488,3999.95,5,0,1159.9855
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,TEC-AC-10001767,199.95,5,0,21.9945
CA-2020-128818,2020-05-07,2020-05-11,Standard Class,CJ-12010,FUR-FU-10001940,63.68,8,0,28.0192
CA-2021-124576,2021-08-01,2021-08-04,Second Class,HK-14890,OFF-BI-10002735,54.896,2,0.2,18.5274
CA-2020-101378,2020-07-14,2020-07-14,Same Day,RH-19600,TEC-AC-10002345,29,2,0,7.25
CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,OFF-EN-10003134,70.08,6,0,35.04
CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,FUR-FU-10003708,121.3,2,0,25.473
CA-2021-143063,2021-08-10,2021-08-15,Standard Class,IL-15100,TEC-PH-10003645,1454.49,9,0,378.1674
CA-2020-118913,2020-06-25,2020-06-29,Standard Class,AS-10240,OFF-AP-10000692,60.81,3,0,17.0268
CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,OFF-BI-10001718,153.552,3,0.2,51.8238
CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,OFF-AP-10002082,65.34,3,0,22.869
CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,OFF-PA-10001125,123.92,4,0,55.764
CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,OFF-AP-10000252,35.1,3,0,12.285
CA-2020-128412,2020-12-10,2020-12-17,Standard Class,AP-10915,TEC-AC-10003038,44.75,5,0,8.5025
CA-2020-136483,2020-12-01,2020-12-06,Standard Class,AG-10390,OFF-AR-10000940,4.704,2,0.2,0.4116
CA-2018-163013,2018-11-28,2018-12-04,Standard Class,BF-11080,OFF-AR-10001954,14.67,3,0,3.9609
CA-2019-135363,2019-03-28,2019-04-02,Standard Class,CK-12205,OFF-PA-10003177,15.552,3,0.2,5.4432
CA-2019-135363,2019-03-28,2019-04-02,Standard Class,CK-12205,OFF-PA-10000533,5.232,1,0.2,1.7004
US-2018-165659,2018-06-01,2018-06-06,Standard Class,LT-17110,FUR-FU-10001935,22.2,6,0,9.102
US-2018-165659,2018-06-01,2018-06-06,Standard Class,LT-17110,TEC-PH-10002563,881.93,7,0,229.3018
CA-2019-138002,2019-09-06,2019-09-12,Standard Class,BT-11305,OFF-BI-10002160,6.096,2,0.2,2.1336
CA-2019-138002,2019-09-06,2019-09-12,Standard Class,BT-11305,FUR-FU-10004748,191.82,3,0,74.8098
CA-2019-128860,2019-06-29,2019-07-05,Standard Class,SC-20725,FUR-FU-10001473,20.104,1,0.2,1.7591
CA-2020-164350,2020-09-10,2020-09-12,Second Class,CG-12040,OFF-AR-10000538,67.56,3,0.2,8.445
US-2018-103905,2018-07-14,2018-07-20,Standard Class,AW-10930,OFF-BI-10001098,29.932,7,0.8,-46.3946
US-2018-103905,2018-07-14,2018-07-20,Standard Class,AW-10930,TEC-PH-10001552,38.272,4,0.2,3.8272
CA-2019-129854,2019-08-22,2019-08-26,Standard Class,RB-19705,OFF-AR-10000390,16.52,4,0,7.5992
CA-2018-125556,2018-11-14,2018-11-16,Second Class,ML-17410,TEC-PH-10001079,832.93,7,0,233.2204
CA-2018-125556,2018-11-14,2018-11-16,Second Class,ML-17410,OFF-BI-10003460,43.8,10,0,21.024
CA-2020-162313,2020-11-27,2020-11-30,First Class,VB-21745,OFF-AP-10003842,167.292,6,0.1,29.7408
CA-2021-107874,2021-11-21,2021-11-25,Standard Class,SW-20275,FUR-FU-10003535,27.42,1,0,11.2422
CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,OFF-BI-10002012,1.44,1,0.2,0.504
CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,OFF-BI-10001922,61.776,13,0.2,20.8494
CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,OFF-AP-10000576,241.96,2,0,60.49
CA-2021-129378,2021-10-01,2021-10-02,First Class,NS-18505,FUR-CH-10000553,108.608,4,0.2,9.5032
CA-2018-151953,2018-09-20,2018-09-25,Standard Class,DB-13555,OFF-AR-10003469,2.816,2,0.2,0.9856
CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,OFF-BI-10000145,9.984,4,0.2,3.6192
CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,OFF-ST-10001580,14.98,1,0,4.1944
CA-2021-130841,2021-07-28,2021-08-01,Standard Class,MH-17620,TEC-PH-10001817,1145.6,4,0.2,100.24
CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,TEC-PH-10001578,485.94,2,0.4,-89.089
CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,OFF-AR-10004078,37.376,8,0.2,4.672
CA-2019-131884,2019-12-06,2019-12-06,Same Day,DK-13375,FUR-CH-10004860,70.686,1,0.3,-24.2352
CA-2021-121909,2021-07-31,2021-08-05,Standard Class,EA-14035,OFF-PA-10003790,54.816,3,0.2,17.8152
CA-2020-106383,2020-03-19,2020-03-21,Second Class,BT-11440,FUR-BO-10002202,72.294,1,0.7,-98.8018
CA-2021-130771,2021-07-29,2021-08-03,Standard Class,LA-16780,OFF-FA-10003059,2.896,2,0.2,0.4706
CA-2021-130771,2021-07-29,2021-08-03,Standard Class,LA-16780,TEC-PH-10002496,124.792,1,0.2,15.599
CA-2020-139157,2020-10-01,2020-10-05,Standard Class,GM-14680,FUR-TA-10003238,330.588,1,0.4,-115.7058
CA-2018-128055,2018-03-31,2018-04-05,Standard Class,AA-10315,OFF-BI-10004390,673.568,2,0.2,252.588
CA-2018-128055,2018-03-31,2018-04-05,Standard Class,AA-10315,OFF-AP-10002765,52.98,2,0,14.8344
CA-2021-157091,2021-06-26,2021-07-01,Standard Class,DB-13405,FUR-FU-10000293,526.45,5,0,31.587
CA-2021-132122,2021-07-09,2021-07-14,Standard Class,JH-15820,OFF-ST-10003692,228.92,5,0.2,14.3075
CA-2019-123232,2019-12-14,2019-12-16,Second Class,DJ-13630,TEC-PH-10001051,319.968,4,0.2,35.9964
CA-2021-104066,2021-12-05,2021-12-10,Standard Class,QJ-19255,TEC-AC-10001013,205.03,7,0,67.6599
CA-2019-145849,2019-09-15,2019-09-17,Second Class,CT-11995,OFF-ST-10000025,190.86,2,0,11.4516
CA-2019-145849,2019-09-15,2019-09-17,Second Class,CT-11995,OFF-AR-10000817,24.32,8,0,8.2688
CA-2020-122322,2020-07-15,2020-07-21,Standard Class,RH-19510,OFF-SU-10000952,44.4,5,0,12.432
CA-2021-166849,2021-04-20,2021-04-26,Standard Class,SJ-20125,FUR-FU-10004597,44.4,2,0.6,-52.17
CA-2020-146633,2020-11-15,2020-11-17,Second Class,TG-21310,OFF-BI-10003527,1016.792,1,0.2,381.297
CA-2020-146633,2020-11-15,2020-11-17,Second Class,TG-21310,OFF-BI-10002982,38.136,7,0.2,13.3476
US-2020-126893,2020-11-26,2020-12-01,Standard Class,CT-11995,TEC-PH-10004165,494.982,3,0.4,-115.4958
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,OFF-ST-10003442,56.56,2,0,15.2712
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,OFF-AR-10003856,5.56,2,0,1.4456
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,OFF-FA-10004248,9.02,2,0,3.5178
CA-2021-103380,2021-11-21,2021-11-25,Standard Class,BF-11005,OFF-AP-10001492,8.62,1,0,2.2412
